dataset,split_role,rows,brier_score,expected_calibration_error,ece,log_loss
CSE-CIC-IDS2018,final_test,30000,0.16640872884684782,0.16637344834331536,0.16637344834331536,1.188088808252324
CSE-CIC-IDS2018,train,30000,0.0001337025229152423,0.0009639745219513794,0.0009639745219513794,0.001842062375597865
CSE-CIC-IDS2018,validation,30000,0.3328680053972731,0.33256097420084624,0.33256097420084624,2.4236262857188544
