coverage,selective_error,attack_error
0.1,0.020833333333333332,1.0
0.2,0.013888888888888888,1.0
0.30000000000000004,0.013856812933025405,1.0
0.4,0.010416666666666666,1.0
0.5,0.0125,1.0
0.6,0.01273148148148148,1.0
0.7000000000000001,0.014866204162537165,1.0
0.8,0.015625,1.0
0.9,0.020061728395061727,1.0
1.0,0.03958333333333333,0.9318181818181818
